Station,Type,line,Longitude,Latitude,Aliases
"Jona, Schönau",bus station,885|994,8.8300937,47.2400928,jonaschonau
"Jona, Sonnenblickstrasse",bus station,994,8.8203548,47.2419912,jona sonnenblickstr|jonasonnenblickstrasse|sonnenblickstr|sonnenblickstrasse
"Jona, Spitzenwies",bus station,994,8.8183493,47.2446421,jonaspitzenwies|spitzenwies
"Jona, St. Dionys",bus station,622|623|995,8.8582052,47.2297282,jonastdionys|st dionys|stdionys
"Jona, Tägernau",bus station,993,8.8446415,47.2352382,jonatagernau|tagernau
"Jona, Vita-Parcours",bus station,994,8.8367329,47.2388879,jonavitaparcours|vita parcours|vitaparcours
"Jona, Vogelau/Bahnhof",bus station,993,8.835486,47.23212,jonavogelaubahnhof|vogelau bahnhof|vogelaubahnhof
"Jona, Weiden",bus station,991|992|996,8.8386007,47.2219526,jonaweiden|weiden
"Jona, Wohnheim Balm",bus station,994,8.8095952,47.2458441,jonawohnheimbalm|wohnheim balm|wohnheimbalm
"Jonen, Käppeli",bus station,215|231|N22,8.3938543,47.299469,jonenkappeli
"Jonen, Radmühle",bus station,215|231|N22,8.3930643,47.3018773,jonenradmuhle|radmuhle
"Jonen, Taverne",bus station,215|231|N22,8.3955646,47.2960367,jonentaverne|taverne
"Jonen, Weingasse",bus station,215|231|N22,8.3980167,47.2934258,jonenweingasse|weingasse
Kaiserstuhl AG,train station,S36,8.4182882,47.5666701,kaiserstuhlag
"Kaiserstuhl AG, Bahnhof",bus station,354|510|515|EV1|N50,8.4182882,47.5666701,kaiserstuhlagbahnhof
"Kaltenbach, Gemeindehaus",bus station,825,8.8396,47.6529,kaltenbachgemeindehaus
"Kaltenbach, Schööfferwis",bus station,825,8.845,47.6526,kaltenbachschoofferwis|schoofferwis
"Kappel a.A., Allenwinden",bus station,280|N24,8.5317503,47.2261554,allenwinden|kappelaaallenwinden
"Kappel a.A., Kloster",bus station,280|N24,8.5262619,47.2276917,kappelaakloster
"Kattenhorn, Landstrasse",bus station,200|200S,8.9134,47.6583,kattenhorn landstr|kattenhornlandstrasse
Kempraten,train station,S7|S16|SN7,8.8141878,47.2384756,
"Kempraten, Bahnhof",bus station,885|994,8.8173724,47.2385275,kempratenbahnhof
"Kempraten, Belsito",bus station,885|994,8.8229445,47.2394682,belsito|kempratenbelsito
"Kempraten, Zürcherstrasse",bus station,EV1,8.8133144,47.2379013,kempraten zurcherstr|kempratenzurcherstrasse
Kempten,train station,S3,8.8044908,47.331932,
"Kempten, Bahnhof",bus station,EV4,8.8055802,47.3326207,kemptenbahnhof
"Kempten, Emmetschloo",bus station,850|851|N87,8.8322196,47.3256452,emmetschloo|kemptenemmetschloo
"Kempten, Kreuzackerstrasse",bus station,850|851|N87,8.8076375,47.3313189,kempten kreuzackerstr|kemptenkreuzackerstrasse
"Kempten, Oberkempten",bus station,850|851|N87,8.8230607,47.3290839,kemptenoberkempten|oberkempten
"Kempten, Ochsen",bus station,850|851|858|859|N87,8.812952,47.3326771,kemptenochsen
"Kempten, Pfadacher",bus station,851|858|859|N88,8.8133503,47.3296498,kemptenpfadacher|pfadacher
"Kempten, Schornäglen",bus station,858|859,8.8132903,47.3355337,kemptenschornaglen|schornaglen
"Kempten, Summerau",bus station,858|859,8.8160073,47.338263,kemptensummerau|summerau
"Kempten, Talhof",bus station,850|851|858|859|N87,8.81636,47.3324475,kemptentalhof|talhof
Kemptthal,train station,S7|S24,8.7058518,47.4529656,
"Kemptthal, Bahnhof",bus station,EV1,8.7055482,47.4530229,kemptthalbahnhof
Kilchberg,train station,S8|S24|SN8,8.5478685,47.3245371,
Kilchberg ZH,train station,EXT|S|S8|S23|S24|SN8,8.548,47.3244,kilchbergzh
Kilchberg ZH (See),station,3731,8.5519956,47.3226083,kilchbergzhsee
"Kilchberg ZH, Alterszentrum",bus station,66,8.5407477,47.3198918,kilchbergzhalterszentrum
"Kilchberg ZH, Asp",bus station,162|185,8.5353747,47.3217061,asp|kilchbergzhasp
"Kilchberg ZH, Auf Brunnen",bus station,161|162,8.5457513,47.3187735,auf brunnen|aufbrunnen|kilchbergzhaufbrunnen
"Kilchberg ZH, Bahnhof",bus station,162|163,8.548077,47.3243822,kilchbergzhbahnhof
"Kilchberg ZH, Bendlikon",bus station,163|165|N16,8.5504249,47.3221467,bendlikon|kilchbergzhbendlikon
"Kilchberg ZH, Breitloo",bus station,66|163,8.5394358,47.326192,breitloo|kilchbergzhbreitloo
"Kilchberg ZH, Bächlerstrasse",bus station,66,8.5396003,47.3290329,bachlerstr|bachlerstrasse|kilchberg zh bachlerstr|kilchbergzhbachlerstrasse
"Kilchberg ZH, Gemeindehaus",bus station,161|163|N16,8.5452468,47.325066,kilchbergzhgemeindehaus
"Kilchberg ZH, Gottlieb-Binder",bus station,163,8.5428355,47.3229752,gottlieb binder|gottliebbinder|kilchbergzhgottliebbinder
"Kilchberg ZH, Hornhaldenstr.",bus station,161|N16,8.5419749,47.3318978,hornhaldenstr|kilchbergzhhornhaldenstr
"Kilchberg ZH, Kirche",bus station,66|161|162,8.541631,47.3178234,kilchbergzhkirche
"Kilchberg ZH, Lindt & Sprüngli",bus station,163|165|N16,8.5516767,47.3193731,kilchbergzhlindtsprungli|lindt sprungli|lindtsprungli
"Kilchberg ZH, Lätten",bus station,66,8.5352468,47.3277161,kilchbergzhlatten
"Kilchberg ZH, Neuweid",bus station,161|162,8.5390836,47.3168133,kilchbergzhneuweid|neuweid
"Kilchberg ZH, Paradiessteig",bus station,161|N16,8.5431465,47.3296917,kilchbergzhparadiessteig|paradiessteig
"Kilchberg ZH, Paradiesstrasse",bus station,165|N16,8.5472147,47.3287262,kilchberg zh paradiesstr|kilchbergzhparadiesstrasse|paradiesstr|paradiesstrasse
"Kilchberg ZH, Sanatorium",bus station,161|N16,8.5444043,47.327179,kilchbergzhsanatorium|sanatorium
"Kilchberg ZH, Schlimbergstr.",bus station,163,8.543005,47.3247726,kilchbergzhschlimbergstr|schlimbergstr
"Kilchberg ZH, Schooren",bus station,165|N16,8.5532957,47.3177203,kilchbergzhschooren|schooren
"Kilchberg ZH, Schoorenstrasse",bus station,163,8.5494908,47.3173073,kilchberg zh schoorenstr|kilchbergzhschoorenstrasse|schoorenstr|schoorenstrasse
"Kilchberg ZH, Schwelle",bus station,161|162|163|N16,8.5452294,47.3216749,kilchbergzhschwelle|schwelle
"Kilchberg ZH, Stockengut",bus station,66|163,8.5403719,47.3241142,kilchbergzhstockengut|stockengut
"Kilchberg ZH, Weinbergstrasse",bus station,161|N16,8.5432866,47.3319842,kilchberg zh weinbergstr|kilchbergzhweinbergstrasse
"Kilchberg ZH,Schulhaus Dorfstr",bus station,162|163,8.5476928,47.3218132,kilchbergzhschulhausdorfstr|schulhaus dorfstr|schulhausdorfstr
"Killwangen, Bahnhof",tram station,2|4|10|11|20|EV1|N33,8.354715,47.4328029,killwangenbahnhof
"Killwangen, Bahnhof Nord",bus station,11,8.3558,47.4339,killwangenbahnhofnord
"Killwangen, Mühlehalde",bus station,2|4|N33,8.3486,47.434,killwangenmuhlehalde|muhlehalde
Killwangen-Spreitenbach,train station,EXT|RE12|S|S11|S12|SN1|SN11,8.3532655,47.4340826,killwangenspreitenbach
Kindhausen AG,bus station,305|315|N31,8.3759982,47.3940627,kindhausenag
"Kindhausen AG, Eichholz",bus station,305|315|N31,8.3804139,47.3943236,kindhausenageichholz
"Kindhausen ZH, Bodenacher",bus station,720,8.680134,47.4050751,kindhausenzhbodenacher
"Kindhausen ZH, Geeren",bus station,720,8.6836407,47.4082846,kindhausenzhgeeren
"Kleinandelfingen, Bad",bus station,605|N60|N65,8.6874969,47.6021214,bad|kleinandelfingenbad
"Kleinandelfingen, Dorf",bus station,605|N60|N65,8.6826776,47.59907,kleinandelfingendorf
Kleinikon,bus station,656|662,8.6857,47.4568,
Kloten,train station,S7|SN7,8.5836679,47.4484468,
Kloten Balsberg,train station,S7|SN7,8.5708194,47.4422498,klotenbalsberg
"Kloten Balsberg, Bahnhof",tram station,10|12|510|EV1,8.5684595,47.4416343,klotenbalsbergbahnhof
"Kloten, Ackerstrasse",bus station,733|735,8.5876289,47.4550279,kloten ackerstr|klotenackerstrasse
"Kloten, Bahnhof",bus station,732|733|735|766|EV1|N10|N52|N54,8.583769,47.4488326,klotenbahnhof
"Kloten, Balsberg Hardacher",bus station,735|759|768|N10,8.5720274,47.4398273,balsberg hardacher|balsberghardacher|klotenbalsberghardacher
"Kloten, Bramen",bus station,735,8.5783595,47.4439118,bramen|klotenbramen
"Kloten, Breitistrasse/Bahnhof",bus station,731|736,8.5841347,47.4479565,breitistr bahnhof|breitistrasse bahnhof|breitistrassebahnhof|kloten breitistr bahnhof|klotenbreitistrassebahnhof
"Kloten, Buchhalden",bus station,731|736,8.5953577,47.4445166,buchhalden|klotenbuchhalden
"Kloten, Chanzler",bus station,732|734|N52,8.5819996,47.4670829,chanzler|klotenchanzler
"Kloten, Egetswil",bus station,732|734|N52,8.5847,47.4696,egetswil|klotenegetswil
"Kloten, Freienberg",bus station,520|521|524|732|734|E|N52,8.5837735,47.4632155,freienberg|klotenfreienberg
"Kloten, Geissbergstrasse",bus station,735,8.5929743,47.4538413,kloten geissbergstr|klotengeissbergstrasse
"Kloten, Graswinkel",bus station,733,8.5963471,47.4509921,graswinkel|klotengraswinkel
"Kloten, Grubenstrasse",bus station,765|766,8.6033813,47.4476203,kloten grubenstr|klotengrubenstrasse
"Kloten, Hohrainli",bus station,732|734|N52|N54,8.5817684,47.4600242,hohrainli|klotenhohrainli
"Kloten, Härdlen",bus station,733|735,8.5902014,47.4556229,hardlen|klotenhardlen
"Kloten, Kaserne Ost",bus station,530|732|734|E|N52|N54,8.5802,47.4573951,kaserne ost|kaserneost|klotenkaserneost
"Kloten, Kirchgasse",bus station,732|735|765|N10|N52|N54,8.5848485,47.4527797,kirchgasse|klotenkirchgasse
"Kloten, Lindenstrasse",bus station,733|735|N10,8.5878312,47.4521115,kloten lindenstr|klotenlindenstrasse
"Kloten, Lägernstrasse",bus station,732|736,8.5763833,47.4451276,kloten lagernstr|klotenlagernstrasse
"Kloten, Mühle",bus station,766|N10,8.5919123,47.4501189,klotenmuhle
"Kloten, Neubrunnenstrasse",bus station,732|736,8.5789105,47.4448778,kloten neubrunnenstr|klotenneubrunnenstrasse|neubrunnenstr|neubrunnenstrasse
"Kloten, Oberfeld",bus station,765|766,8.5977379,47.4490893,klotenoberfeld
"Kloten, Obstgartenstrasse",station,,8.5774573,47.4513236,kloten obstgartenstr|klotenobstgartenstrasse|obstgartenstr|obstgartenstrasse
"Kloten, Rankstrasse",bus station,733|765|N10,8.5921338,47.4511602,kloten rankstr|klotenrankstrasse
"Kloten, Schluefweg",bus station,731|736,8.5814023,47.4460676,klotenschluefweg|schluefweg
"Kloten, Schulstrasse",bus station,731|736,8.5876694,47.4458436,kloten schulstr|klotenschulstrasse
"Kloten, Sporthalle Ruebisbach",bus station,530|E|N54,8.5772207,47.4619579,klotensporthalleruebisbach|sporthalle ruebisbach|sporthalleruebisbach
"Kloten, Stadthaus",bus station,731|733|N10|N52|N54,8.5810895,47.4512608,klotenstadthaus
"Kloten, Säntisstrasse",bus station,733|735,8.5911618,47.4515926,kloten santisstr|klotensantisstrasse
"Kloten, Waldeggweg",bus station,735,8.5753522,47.4409281,klotenwaldeggweg|waldeggweg
"Kloten, Wallisellenstrasse",bus station,731|736,8.5898348,47.4441939,kloten wallisellenstr|klotenwallisellenstrasse|wallisellenstr|wallisellenstrasse
"Kloten, Weinbergstrasse",bus station,732|734|N52,8.5801888,47.4661473,kloten weinbergstr|klotenweinbergstrasse
"Kloten, Wohnheim",bus station,733,8.5931822,47.4536413,klotenwohnheim|wohnheim
"Kloten, Zum Wilden Mann",bus station,520|521|524|530|731|732|733|734|765|E|N10|N52|N54,8.58021,47.4535362,klotenzumwildenmann|zum wilden mann|zumwildenmann
Knonau,train station,S5|SN5,8.466855,47.2203483,
"Knonau, Bahnhof",bus station,648|EV1,8.465892,47.2203928,knonaubahnhof
"Knonau, Uttenberg",bus station,230|N24,8.4490852,47.2344304,knonauuttenberg|uttenberg
Koblenz,train station,S19|S27|S36,8.2271448,47.600506,
Koblenz Dorf,train station,S27|S36,8.240577,47.609408,koblenzdorf
Kollbrunn,train station,S11|S26,8.7741389,47.4583141,
"Kollbrunn, Bahnhof",bus station,832|EV1|N68,8.7740299,47.4581984,kollbrunnbahnhof
"Kollbrunn, Weissenthal",bus station,832,8.7715513,47.4466141,kollbrunnweissenthal|weissenthal
"Konstanz-Wangen, Pension Auer",bus station,200|200S,8.9201,47.6597,konstanzwangenpensionauer|pension auer|pensionauer
"Konstanz-Wangen, Rathaus",bus station,200|200S,8.9326,47.6599,konstanzwangenrathaus
Krenkingen,bus station,7345,8.3046,47.6825,
"Kyburg, Ausserdorf",bus station,655,8.7433138,47.4544741,kyburgausserdorf
"Kyburg, Billikon",bus station,655,8.7265853,47.4427698,billikon|kyburgbillikon
"Kyburg, Dorf",bus station,655,8.7445209,47.457186,kyburgdorf
"Kyburg, Ettenhusen",bus station,655,8.7371455,47.4489844,ettenhusen|kyburgettenhusen
"Künten, Bodenacher/Breiti",bus station,322|N71,8.3285,47.3912,bodenacher breiti|bodenacherbreiti|kuntenbodenacherbreiti
"Künten, Gried",bus station,322|N71,8.3299,47.3871,gried|kuntengried
Küsnacht Goldbach,train station,S6|S16|SN7,8.5758314,47.3268196,kusnachtgoldbach
Küsnacht ZH,train station,S6|S16|S20|SN7,8.5808686,47.3192407,kusnachtzh
Küsnacht ZH (See),station,3730|3731|3732,8.5780862,47.3190344,kusnachtzhsee
Küsnacht ZH Heslibach,station,3731,8.5840716,47.3082346,kusnachtzhheslibach
"Küsnacht ZH, Allmend",bus station,916|N91,8.5972499,47.3158031,kusnachtzhallmend
"Küsnacht ZH, Bahnhof",bus station,918|919,8.5802326,47.3191931,kusnachtzhbahnhof
"Küsnacht ZH, Bergstrasse",bus station,916|N91,8.5897337,47.3144391,kusnacht zh bergstr|kusnachtzhbergstrasse
"Küsnacht ZH, Boglerenstrasse",bus station,912|916|919|N91,8.5823419,47.3262605,boglerenstr|boglerenstrasse|kusnacht zh boglerenstr|kusnachtzhboglerenstrasse
"Küsnacht ZH, Bühlstrasse",bus station,912|916|N91,8.5796315,47.3319094,buhlstr|buhlstrasse|kusnacht zh buhlstr|kusnachtzhbuhlstrasse
"Küsnacht ZH, Gartenstrasse",bus station,918,8.5875277,47.3115016,kusnacht zh gartenstr|kusnachtzhgartenstrasse
"Küsnacht ZH, Goldbacherstrasse",bus station,912|916|N91,8.5804738,47.3292295,goldbacherstr|goldbacherstrasse|kusnacht zh goldbacherstr|kusnachtzhgoldbacherstrasse
"Küsnacht ZH, Hallenbad",bus station,918,8.5847767,47.3139667,kusnachtzhhallenbad
"Küsnacht ZH, Hesligenstrasse",bus station,916|N91,8.5932014,47.3157627,hesligenstr|hesligenstrasse|kusnacht zh hesligenstr|kusnachtzhhesligenstrasse
"Küsnacht ZH, Himmelistrasse",bus station,916|N91,8.5922078,47.3138566,himmelistr|himmelistrasse|kusnacht zh himmelistr|kusnachtzhhimmelistrasse
"Küsnacht ZH, Ob. Heslibachstr.",bus station,916|918|N91,8.5855,47.3169,kusnachtzhobheslibachstr|ob heslibachstr|obheslibachstr
"Küsnacht ZH, Obere Heslibachst",bus station,916|918|N91,8.5855674,47.3169093,kusnachtzhobereheslibachst|obere heslibachst|obereheslibachst
"Küsnacht ZH, Oberfeld",bus station,918,8.5887931,47.3131441,kusnachtzhoberfeld
"Küsnacht ZH, Oberwacht",bus station,916|919|N91,8.5845234,47.3194204,kusnachtzhoberwacht|oberwacht
"Küsnacht ZH, Reform. Kirche",bus station,918,8.5839071,47.316593,kusnachtzhreformkirche|reform kirche|reformkirche
"Küsnacht ZH, Ränkestrasse",bus station,916|N91,8.5952788,47.3145725,kusnacht zh rankestr|kusnachtzhrankestrasse|rankestr|rankestrasse
"Küsnacht ZH, Schiedhaldensteig",bus station,912|919|N91,8.586592,47.3214958,kusnachtzhschiedhaldensteig|schiedhaldensteig
"Küsnacht ZH, Schiedhaldenstr.",bus station,912|916|919|N91,8.5825757,47.3229749,kusnachtzhschiedhaldenstr|schiedhaldenstr
"Küsnacht ZH, Schübel",bus station,912|919|N91,8.5898428,47.3219491,kusnachtzhschubel|schubel
"Küsnacht ZH, Zentrum",bus station,918|919,8.5818797,47.3182772,kusnachtzhzentrum
"Küssaberg, Bechtersbohl Abzw",bus station,7331|7347,8.3491,47.6128,bechtersbohl abzw|bechtersbohlabzw|kussabergbechtersbohlabzw
"Küssaberg, Küssaburg",bus station,7340,8.3591,47.601,kussabergkussaburg|kussaburg
"Küssaberg, Küssnach",bus station,7340,8.3642,47.594,kussabergkussnach|kussnach
Lachen SZ,train station,EXT|IC3|IR35|S|S2|S8|S25|SN8,8.8531851,47.1897571,lachensz
Lachen SZ (See),station,3730,8.8500696,47.1937177,lachenszsee
"Lachen SZ, Bahnhof",bus station,521|522|525|EV1|EV2|EV5|N22,8.8523373,47.1901364,lachenszbahnhof
"Langnau a.A., Albispasshöhe",bus station,240,8.5212423,47.2758645,albispasshohe|langnauaaalbispasshohe
"Langnau a.A.,Schwerzi-Wildpark",bus station,153|240,8.5331427,47.287707,langnauaaschwerziwildpark|schwerzi wildpark|schwerziwildpark
"Langnau am Albis, Altersheim",bus station,140,8.5338264,47.2862342,langnauamalbisaltersheim
"Langnau am Albis, Dorf",bus station,140|153|240,8.5410805,47.2886208,langnauamalbisdorf
"Langnau am Albis, Gartendörfli",station,,8.5336783,47.2983524,gartendorfli|langnauamalbisgartendorfli
"Langnau am Albis, Hehlstrasse",bus station,140,8.5368966,47.2844599,hehlstr|hehlstrasse|langnau am albis hehlstr|langnauamalbishehlstrasse
"Langnau am Albis, Hinteralbis",bus station,240,8.5178215,47.2746822,hinteralbis|langnauamalbishinteralbis
"Langnau am Albis, Langmoos",bus station,140,8.5344349,47.2830351,langmoos|langnauamalbislangmoos
"Langnau am Albis, Mittelalbis",bus station,240,8.5277574,47.2758121,langnauamalbismittelalbis|mittelalbis
"Langnau am Albis, Unteralbis",bus station,240,8.5279072,47.2857506,langnauamalbisunteralbis|unteralbis
"Langnau am Albis, Unterrengg",bus station,140,8.5374729,47.2809912,langnauamalbisunterrengg|unterrengg
"Langnau am Albis, Zelg",station,,8.5341456,47.2959912,langnauamalbiszelg|zelg
"Langnau am Albis,Oberrenggstr.",bus station,240,8.5298934,47.2826734,langnauamalbisoberrenggstr|oberrenggstr
Langnau-Gattikon,train station,S4|SN4,8.5440008,47.2872706,langnaugattikon
"Langnau-Gattikon, Bahnhof",bus station,140|153|240|EV,8.5436956,47.2872195,langnaugattikonbahnhof
Langwies ZH,train station,18|EV|S18,8.6944301,47.2960304,langwieszh
Langwiesen,train station,S1|SN3,8.6622278,47.6833953,
"Langwiesen, Hauptstrasse/Bhf.",bus station,EV1|EV3|EV 1,8.6627877,47.683992,hauptstr bhf|hauptstrasse bhf|hauptstrassebhf|langwiesen hauptstr bhf|langwiesenhauptstrassebhf
"Lanzenneunforn, Dorf",bus station,826,8.9393,47.6227,lanzenneunforndorf
Lauchringen,train station,30|RE3,8.3222,47.6291,
Lauchringen West,train station,30|37|RE3,8.3081,47.6328,lauchringenwest
"Lauchringen, Adler",bus station,7331|7338|7347,8.3259,47.6221,lauchringenadler
"Lauchringen, Bahnhof",bus station,7331|7338|7340|7345,8.3216,47.6288,lauchringenbahnhof
"Lauchringen, Gasthaus Feldeck",bus station,7338,8.3284,47.6191,gasthaus feldeck|gasthausfeldeck|lauchringengasthausfeldeck
"Lauchringen, Kirche",bus station,7331|7338|7340|7345|7347,8.3039,47.631,lauchringenkirche
"Lauchringen, Lindenplatz",bus station,7338,8.3253,47.6207,lauchringen lindenplz|lauchringenlindenplatz
"Lauchringen, Nimmersatt",bus station,7338,8.3232,47.6256,lauchringennimmersatt|nimmersatt
"Lauchringen, Rathaus",bus station,7331|7338|7340|7345|7347,8.314,47.6281,lauchringenrathaus
"Lauchringen, Riedpark",bus station,7338,8.3128,47.63,lauchringenriedpark|riedpark
"Lauchringen, Ärztezentrum",bus station,7338,8.3039,47.6283,arztezentrum|lauchringenarztezentrum
"Laupen ZH, Hauptstrasse",bus station,885|N85,8.9256195,47.2655459,laupen zh hauptstr|laupenzhhauptstrasse
"Laupen ZH, Hubwies",bus station,885,8.931721,47.2663397,hubwies|laupenzhhubwies
"Laupen ZH, Mürtschenstrasse",bus station,885|N85,8.9297976,47.2651411,laupen zh murtschenstr|laupenzhmurtschenstrasse|murtschenstr|murtschenstrasse
"Laupen ZH, Schulhaus",bus station,885|N85,8.9293318,47.265498,laupenzhschulhaus
Lendikon,bus station,640,8.7807,47.4255,
"Lengnau AG, Abzw. Husen",bus station,353,8.3254,47.5083,abzw husen|abzwhusen|lengnauagabzwhusen
"Lengnau AG, Brücke",bus station,352|353|355|N73,8.3289,47.521,lengnauagbrucke
"Lengnau AG, Gewerbegebiet",bus station,352|353|355|N73,8.3185,47.5285,lengnauaggewerbegebiet
"Lengnau AG, Unterlengnau",bus station,352|353|355|N73,8.3246,47.5259,lengnauagunterlengnau|unterlengnau
Lenzburg AG,train station,S11|SN11,8.1697319,47.3904155,lenzburgag
Lienheim,bus station,7340,8.3767,47.5733,
"Lienheim, Schule",bus station,7340,8.3757,47.5729,lienheimschule
"Lindau, Dorf",bus station,650,8.6715163,47.4414811,lindaudorf
"Lindau, Eschikon",bus station,650|656|662,8.6822358,47.4479957,eschikon|lindaueschikon
"Lindau, Nürensdorferstrasse",bus station,658|659|N70,8.6708642,47.4408044,lindau nurensdorferstr|lindaunurensdorferstrasse|nurensdorferstr|nurensdorferstrasse
